1	Stayed on the very top floor and were surprised by a Jacuzzi bath we did n't know we were getting
1	Det som drog ner betyget var att vi fick ett rum under taksarna dr det endast var full sthjd i 80 av rummets yta
1	We stayed here for four nights in October
1	Plenty of choice for breakfastSpa at hotel nearby which we used while we were there
1	We stayed here for four nights in October
1	Plenty of choice for breakfastSpa at hotel nearby which we used while we were there
1	We loved staying on the island of Lido
1	You need to take a water is from Venice to get there
1	It was ok hotel is nice from in and out but room was small we paid for double bed bat they atteched 2 single bed
1	My wife and I had a room with a terrace over looking the waterit was a great view
1	I will look to stay at this hotel my next time in Venicevery pleased
1	If you placed your head in the skylight on the other side you might able sit up
1	We moved to the 1st floor the next day and within minutes found a centipede on the wall and15 flies
1	Later in the day the receptionist said she gave us something to control the bugs
1	We never complained about the drain flies so she must have noticed a problem
1	That night we spent 2 hrs catching 6 centipedes in our room
1	We asked reception for a new room or hotel but there supposedly were n't any hotels with open rooms and if we wanted leave we would have to pay for transportation and both hotels
1	The next morning we went to reception to tell them about the bug problem
1	We barely said anything before the woman apologized and said they did n't put the bugs in the room on purpose so we should just go about our day and forget it
1	She added that she often goes on vacation with her children and sometimes things happen , so she tries to make the best of everything and not start a war
1	Adding , a few euros is n't going to make anything go away so we should just go enjoy the day because more we talk the less time we have
1	The dcor of the room was pleasant and flawless , unlike many of the Venice hotels I 've stayed in
1	We did n't find this a problem at all   we knew this was going to be the case so had prebooked transport tickets to save money
1	In conclusion , I would book this again due to the fantastic quality of the hotel , despite the tradeoff of not being in Venice itself
1	Obwohl unser Zimmer i m Erdgeschoss zur Nebenstrae hin lag , war es dort sehr ruhig
1	Wir wurden sehr freundlich empfangen , berhaupt war das Personal i m Hotel sehr nett und hilfsbereit
1	Located on the Lido I would recommend this hotel if you require a little piece and quiet after the busy day 's in Venice , facility 's good , staff very friendly and very helpful
1	I requested flowers for the room as it was one of my wife 's special birthday 's , and yes they ordered exactly as requested , ca n't ask for more
1	We stayed during late September so the Lido is probably quieter at that time however we felt very safe walking around late at night back to the hotel but taxis are available if you feel a little vulnerable
1	All in all we had a great time in Venice , it can be a little expensive so do n't ponder over the bills to much , just pay up with a smile
1	Einzig was zu bemengeln ist Fernsehen kann man nur zwei Programe , aber das ist i m Urlaub nicht so wichtig
1	We received excellent service   many thanks to Anna and Donnatella who made us feel at home
1	Havde 7 overnatninger i april 2015 p Hotel Russo Palace p Lidoen i Venedig
1	If we wanted to stay on the Lido again , this would be a good option , but next time I think we 'll opt for a place closer to the action
1	Econmy rooms have sloping roof so tall guests mind your head We stayed in one and it was fine , the occational bump but for the price you ca nt really complain
1	Hotel has pleasant views and is about ten minute walk to main water bus terminal to take you any direction
1	We used the spa one day
1	Close to Venice and decent hotel , breakfast was okay with no too much selection but has everything you need
1	Staff were so helpful , especially Ivan and the lady we met on the desk each morning
1	We booked two nights at Russo hotel on Lido strip and two nights in the very center of Venice
1	We did n't see it on the hotel description but they offered us a taxi boat ride to Murano with another couple for free
1	to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
1	to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
1	to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
1	You had to drive into town but they said that Uber is available if you need it
1	This was our first visit to Palm Springs and hopefully not our last
1	We were in Palm Springs on the day the temperature was 123 degrees
1	Despite that , we had a wonderful stay because of the Little Paradise hotel
1	We arrived in Palm Springs not sure what to expectit 's a quiet kinda place in ' low season'we drove down what appeared to be a residential streetparked up at a wooden gate and were n't sure what to expect
1	Saltwater pool , fresh fruit , BEST showerhead I 've ever experienced , I can go on and on
1	I would definately recommend this place to anyone visiting or passing trough Palm Springs
1	They provide some breakfast items , snacks and bottles of spring water
1	You can bring in anything you like to enjoy at the pool or in your room
1	I 'd also like to add the wonderful service you will find here with Victor and staff who seem to want to do anything and everything to make you happy
1	We went for a relaxing weekend as an offshoot of a family visit
1	We were on a business trip to Anaheim and , afterwards , drove to Palm Springs for a relaxing weekend
1	Victor and Judy were truly accommodating hosts , especially when we had to cut our stay short due to illness
1	Spend four days there and would have prolonged our stay if they only had a room available
1	I 'm going to keep this fairly short but what I will say is if you are going to stay in Palm Springs please stay here
1	We had unit 4 on the east side of the complex for 3 nights   very quiet , very comfortable bed , nice amenities in room   killer shower
1	pool was large , heated , wonderful   Judy hope I got that right made us fresh orange and banana smoothies when we were in the pool   breakfast in fridge was just ok , little More
1	to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
1	If you are being treated at any Texas Medical Center facility this is a good place to stay
1	They have a free shuttle service , but it is not accessible to wheelchair users , and they do n't care
1	I emailed the corporate customer care email address and they take unreasonable amounts of time to respond to emails and do not remedy the problem
1	We went to an Astros game and the drive was about 18 minutes
1	We went to the Johnson Space Center the next day More
1	Our room , while quite large we had an accessible room , had two ACs that did not dehumidify the room
1	I am glad to report that on our most recent trip the internet worked great and the breakfast was much improved
1	When you go to Texas for cancer treatment , the little things become big things
1	I was a bit concerned after checking the rating of this hotel , but was so pleasantly surprised when I got there
1	I was basically there for a medical visit and it seemed like so were a lot of other people , but we would totally stay there if we were just visiting Houston
1	My mom checked in for me since I More
1	We stay here each time my husband has a medical appt in Houston and they do offer medical rates if you ask
1	When i talked to the front desk to make a complaint and get the front desk to give me the corporate information she gave me a cell phone number instead of the corporate office
1	I have been staying here , off and on , four about 7 years
1	The first time was when my father was going thru treatment at MD Anderson
1	The staff were great , made accommodations for him and also for his caregivers
1	I have also stayed there during my pre More
1	We stayed here because of a family medical emergencyDid not have any options for a room
1	to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
1	I would have left , had I not already had a reservation through Hotelscom
1	We were told we had one of the best rooms , besides staring at cargo containers , the TV would not work so they changed our room
1	The did n't tell me they were gon na run my credit card for accidental for a 100 charge
1	They just told me they had to double check my ID and the credit card that was used
1	This is a must stay and if I 'm in need of a hotel in the Livermore area , this is the place to stay
1	When I lay down on the bed , all I could smell was dirty old sweat socks
1	I do n't think they ever used detergent or fabric softener to wash the linensThey were that horrible
1	I had to spray the linens with perfume so I would n't smell them ' au naturel ' while I 'm sleeping
1	Nice place no complaints , one thing they did n't tell me , is they put a 100 hold on your card that stays for a couple days after you check out
1	I know this is not rare but any place that does has told me
1	The breakfast in morning was pretty good , they had a full buffet not just some pakage pastries
1	Great stay for our night downtown Livermore at Bankhead Theater concert
1	Nice patio where we spent our morning catching up
1	Perfect for my family to relax for the Easter weekend and for my girlfriend 's Livermore 12 marathon
1	Having never been to Livermore , imagine my shock when the 2nd floor balcony room overlooked a parking lot and a gas station with a Jack in the Box thrown in for good measure
1	I thought I was staying in wine country
1	Granted I should have done more research but it was a last minute decision to go
1	My husband and I thoroughly enjoyed our stay here
1	When we asked the desk clerk about this , she pointed her finger toward the door and said , It 's about 4 miles that way
1	We had a great view of Jack in the Box parking lot
1	When we first entered our room and kicked off our shoes , we found ourselves stepping on numerous sand burrs left on the carpet
1	After working out and returning to our room at 9 am , there was no hot water for the shower
1	Only problem we had was that we were not informed of the teen basketball tournament going on in the city
1	We went to the lobby for our full breakfast at 1015 and there was nothing left
1	We pickup a beagle and coffee and went to our room
1	We could n't get the heater on easily for some reason but then when the heat temperature finally came on we were sweating in the middle of the night
1	Let 's face it , this is NOT in the Livermore ' wine country'you can throw a rock from your room to busy InterState 580 and never come close to a vine or vineyard
1	they paid for the ice I purached
1	I must say the GM at this hotel Catherine is the bomb
1	I would stay here every time I 'm in California
1	The hotel was great , but the Buffet Breakfast was the worst I have ever had
1	While they are currently going through a renovation , which I think will be really nice once it is completed , we rarely had any indication of the ongoing construction activities
1	My family stated the place was nice as they were here for my wedding
1	I have to say I was impressed
1	I had spoke with her earlier before arriving and she was great on the phone and she was so sweet at check in
1	We are use to staying at expensive four star hotels but needed to complete a quick business trip and we were so delighted with this hotel
1	We were in town for a family event so we did n't do much exploring , but there seemed to be many amenities right in the area
1	The most convenient place to stay in Livermor and where we will stay in the future
1	We were in Livermore for a twoday stay , and it was a nice quiet retreat in the midst of family chaos
1	There 's nothing wrong with the hotel except that there are flood lights shining in your window while you sleep and the curtains do n't close
1	Our room was not clean enough   I found a floss stick on the table in our room
1	Evidently they have regular wine Thursdays here
1	I requested a wakeup call , they did n't do it
1	When I made reservations at this hotel , I had average expectations at that that price rate for that area
1	However the newly renovated room , the professional staff and the cleanliness and the comfort of really surprised me and I will definitely go back
1	We stayed for two nights
1	The last time I stayed at this hotel , it was under remodeling and one of the rooms I was placed in had a heating unit that did not work
1	This time , my granddaughter and I checked in at about 430 pm and the room was extremely More
1	From making our reservation to our time spent , the Hawthorn in Livermore was really nice
1	I did have to find the direct phone number to get assurance our needs would be met as the central hotel reservation system is simply not equipped to handle any details
1	I work in Livermore and stayed the night to celebrate with friends
1	My boyfriend and I were very pleased with the accommodations , the room was clean and large
1	I live somewhat local in Redwood City , but it 's far enough away that after spending the evening with High School Friends , having a 30th gathering was n't an official reunion , at a local beer pub , we did n't want to chance driving home after having a few beers
1	We made the reservation Friday night , and honestly , was apprehensive because of some of the reviews
1	The bathroom tub could use an updatebut I have stayed in the W in downtown Chicago and the tub was worse and room was horrible
1	I 'd take this room over that one any day
1	But the coffee was decent and overall , was very pleased with our last minute choice to stay therewould do it again and would recommend others
1	We booked this hotel because we had a wedding
1	I was at the hotel for a wedding and all of the staff , Catherine in particular , were incredibly helpful and accommodating
1	They were remodeling the dining area during our stay but it did n't bother us too much More
1	Our family reserved 6 rooms for 24 days for a family event
1	Our daughter turned her refrigerator on upon check in and then stocked it with food
1	The front desk staff was fine , but I thought they could 've been a more friendly and welcoming
1	Our Hotel was conveniently located very close to everything we wanted to do
1	When i awoke in the am since I arrived so late and did not notice I flipped the covers off and there was dried blood on the sheets
1	The next night I stayed More
1	Not over the top amazing , but I think I got my money 's worth
1	I frequently go to Livermore for business travel and always stay at this hotel
1	What else could you ask for when you are traveling
1	Stayed for a week   from early checkin assistance to excellent accommodations , it was all I could hope for in a multiday business stay
1	I expected more from a Wyndham hotelbathroom was very small , not enough counter space for makeup bag and shaving kit
1	My husband and I came out here from Tennessee for a business conference   couples getaway
1	It 's our first full day here and I 'm already so impressed with this hotel
1	The hotel was fine , I with the shower specifically the shower head was cleaner , it could you a thorough scrubbing and white vinegar cleaning
1	They offered a dinnertheaterhotel package that was perfect for our first time at this venue
1	My boyfriend and I stayed here for two nights for a wedding in Livermore in July
1	I would n't recommend this hotel to my worst enemy
1	There is absolutely no excuse for stealing my friend 's personal belongings whom were also staying at this hotel the same nights
1	I left my cell phone charger in room 305 and came back a few More
1	My husband and I stayed at the Hawthorne Suites by Wyndham Livermore , CA
1	We got the room with 2 queen beds and they were so comfortable
1	I have a very bad back and they had such comfort and support
1	I have never in my life been treated so terribly
1	I was charged for something I did n't receive More
1	This meant that any time our curtains were open , we were on display for whoever was walkingdriving by
1	It also meant we could n't safely leave our windows open at night and had to rely on the very , very loud air conditioner
1	If I was back in town for work , I 'd stay here again for sure
1	A free night 's stay or at least a discount on my next stay may have helped the situation
1	They arranged a cab for us , offered us hot tea after a late night arrival on a very cold evening , they check in on us the next day to make sure we were settled and had everything we needed
1	They made sure our stay at their hotel was comfortable
1	An extra thank you to Candice , Bea , and Donna
1	We had a king bed   that 's all they had available , but the two doubles may have been a little tight
1	We did use a rollaway cot for our son 5'10 , 150lbs and wound up putting the mattress on the floor the second night as the frame was simply too small for a teenage boy
1	I often stay at Hampton Inns but one was not conveniently located so I opted for this Fairfield Inn near Bingham ton because it seemed to be about the same quality although a little pricier
1	I would have walked out but I had a no cancellation reservation
1	When I mentioned the unattractiveness to the desk clerk she acknowledged the problem and very nicely explained that the place was due for a major overhaul
1	This experience guarantees that I will avoid Fairfield in the future and recommend that other travelers stay away also
1	Worst and most expensive hotel we stayed in on a 11 night vacation sleeping in 9 different cities in 6 states
1	since most important thing for me is bed comfort , I 'd say this is a winner
1	The staff was particularly friendly and helpful , the complimentary breakfast was great , and they had the most comfortable beds I have slept in at a hotel
1	This is the only place I will stay in Binghamton when I am there
1	I choose Fairfield Inn 's because I consistantly have a pleasurable experience there
1	Wished we had stayed somewhere else for our money
1	We were very happy with our stay
1	We were very happy with our stay
1	We were very happy with our stay
1	Adequate is the word I 'd use
1	We stayed here the night before a 5k Color Run
1	I think it 's his goal to find ' anything ' when he enters a hotel room
1	They did n't even cringe when we walked back in after the run covered in wild colors
1	When I went to front desk to see about having it removed , I had to wait about 10 minutes for desk person who apparently was only staff person on duty and was working desk and dealing with room issues   she went with me to room to remove bed
1	Finally , a couple had a huge , screaming fight in the middle of the night , which I found quite disturbing because I was concerned it could turn violent   not hotel 's fault but still Would return but probably only if there is no other option
1	When I went to front desk to see about having it removed , I had to wait about 10 minutes for desk person who apparently was only staff person on duty and was working desk and dealing with room issues   she went with me to room to remove bed
1	Finally , a couple had a huge , screaming fight in the middle of the night , which I found quite disturbing because I was concerned it could turn violent   not hotel 's fault but still Would return but probably only if there is no other option
1	When I went to front desk to see about having it removed , I had to wait about 10 minutes for desk person who apparently was only staff person on duty and was working desk and dealing with room issues   she went with me to room to remove bed
1	Finally , a couple had a huge , screaming fight in the middle of the night , which I found quite disturbing because I was concerned it could turn violent   not hotel 's fault but still Would return but probably only if there is no other option
1	Nice Hotel , close to Applebees , which delivered right to your room
1	Overall , I was very pleased with my stay
1	Greeted cordially not fake we were asked if we would need anything additional we were 6 adults and 5 children under the age of 6 renting 3 rooms
1	They had already put our rooms nearby even when requested at other hotels in advance this seems to be a HUGE request and usually not done We have stayed at other hotels in the area but your rooms are spacious and beds are wonderful
1	We will continue to return here anytime we are in the area
1	We were thrilled with everything from the cleanliness to the top notch breakfast to the kindness of everyone but , the very first person we met
1	She was the first person we approached behind the counter when we arrived
1	Later we learned that she was handling both the desk and the Housekeeping roles that night
1	If I were to judge the facility by this one person , I would have been disappointed in her lack of hospitality in answering our questions no smile , no patiencecranky
1	However the rest of our stay , and we did add an extra night , more than made up for it
1	This was my first getaway in 4 years on ANY kind of vacationfamily celebration , so I was really hoping for a good time
1	I really enjoyed the cleanliness , as I own a cleaning service here in MD
1	For example , almost had to convince the front desk to go through the effort to sell me another night stay
1	I almost went to another hotel because it seemed too much trouble to check me out and then check me back in
1	I had never stayed at a Fairfield Inn
1	I was very impressed with the staff , they were excellent
1	I had requested a rollaway bed with my reservation , but they said the request was n't there
1	No matter   they had one in my room within 20 mins of checkin
1	Would have loved to know they were under going major renovations before I booked the room
1	Love that we can walk to Applebee 's or Cracker Barrel
1	Our late evening arrival was no problem for the staff person who registered us
1	The parking access was perfect for my wife 's limited mobility and for carting our luggage to the room and back
1	We decided to stay another day and they were very helpful
1	We decided to stay another day and they were very helpful
